,sentence,label
9808,동생을 데리러 나갔는데 길이 엇갈린 것 같아. 안 보이네.,3
9809,시발 넌 4번죽어라 ,6
9810,오늘 동생이 과자를 사달라고 했는데 내가 돈이 없어서 못 사줬어. 너무 미안해.,1
9811,지병으로 오랜 투병생활을 하고 있는 아내가 요즘 들어 외로움을 많이 타는 것 같아 걱정스러워.,5
9812,ㅋㅋㅋ게이커여어,6
9813, 고발 씹가능,6
9814,요즘 직장에서 내가 따돌림을 당하고 있는 것 같아.,4
9815,부모님이 나의 꿈을 반대하셔서 나를 사랑하지 않는 것 같아 슬퍼.,1
9816,이번에도 북한산 등반모임에 참여하긴 어렵겠어. 가고 싶진 하지만 어쩔 수 없지.,3
9817,미친늠들.,6
9818,노가다 힘들어서 못버티고 가는 사람들 많다 개병신아,6
9819,대구 시장 권영진 하는 꼬라지 보니깐,6
9820,직장에서 모두들 내 말을 무시하는 거 같아서 슬퍼.,1
9821,드디어 이 문제집 한 권을 다 풀었어. 속이 시원해.,0
9822,몸이 너무 안 좋아져서 검진을 받았는데 의사가 간경변이 간암으로 진행됐대.,4
9823,내가 재미있게 텔레비전을 보고 있었는데 오빠가 채널을 돌렸어. 진짜 짜증나.,1
9824,이런글쓰는애들 특징 키만큰 씹여드름안경충 대두열폭들 키작은존잘남보면  내보다작내하면서 어깨힘드감 현실은 ...,6
9825,아내는 절대 바람을 피우지 않을 사람이라 믿음직스러워.,0
9826,요즘 아이 성적이 자꾸 떨어져 걱정이야.,4
9827,나 가족 여행 가는 문제로 아내하고 싸웠어.,1
9828,따돌림 때문에 힘들었는데 새로 사귄 친구들은 더 이상 나의 말을 무시하지 않아서 기뻐.,0
9829,물건을 잃어버렸는데 알고 보니까 누나 남자 친구한테 있어. 너무 충격 받았어.,4
9830,나를 괴롭히던 애들이 학폭위에서 모두 징계 처분을 받았어!,0
9831,가정법원에 다녀왔어.,1
9832,요즘 매일 술자리가 이어지는 바람에 귀가 시간이 점점 늦어져. 아침마다 후회하면서 말이야.,5
9833,부장님은 왜 내 실수에 업무적인 부분이 아니라 인신공격을 해서 기분 나쁘게 하시는 거지?,2
9834,사람 관계에서 항상 신경을 쓰다 보니 제대로 일을 못 해서 불안해.,3
9835,펭수 문재앙 정부랑 좌파언론에서 미는거라 비호감,6
9836,내가 갖고 싶다고 말했던 가방을 엄마가 기억하고 사주셔서 너무 좋아.,0
9837,나는 진짜 바보 맞나 봐. 좋아하는 친구랑 청소 당번이 됐는데 말 한마디도 못했어.,1
9838, 1) 민좆당 110% 지지 & 지원 받았고,6
9839,장애가 있는 동생이 놀이터에서 친구들에게 놀림을 당하고 있었는데 난 모른 척 하고 집으로 왔어.,5
9840,그런 한남들이랑은 근본부터가 다름,6
9841,임용고시에서 또 떨어졌어. 잘 봤다고 생각했는데 너무 슬퍼.,4
9842,회사가 알고 보니까 부패와 비리 등등 잘못된 거 투성이라 환멸감이 느껴지네.,1
9843,큰아들이 오늘 퇴원했어.,0
9844,시험을 잘 보기 위해서 잠도 안자고 노력했는데 성적이 그만큼 나오지 않아서 괴로워.,4
9845,나에게 상처를 준 애들에게 속상하고 너무 화가 나. 나도 똑같이 갚아줄 거야.,2
9846,내가 임대 아파트에 산다는 것이 친구들의 놀림거리가 됐어. 말도 안 돼. 힘들어.,4
9847,우리 딸과 서먹해.,4
9848,어제 와이프와 부부 싸움을 했어.,4
9849,엄마랑 아빠는 또 싸우고 언니랑 나는 눈치만 보고 있어.,1
9850,교통사고를 당한 아들이 사경을 헤매고 있는데 그걸 보고 있자니 너무 괴로워.,4
9851,"150,000만원 무식한 새끼는 ㅁㅈㅎ",6
9852,남자 친구의 부모님께서 좋은 신혼집을 마련해 주셔서 기뻐.,0
9853,벌써 열세 번째 서류탈락이야. 졸업이 코앞인데 너무 불안해.,3
9854,내 인생인데도 부모님께 일일이 허락을 받아야 하는 게 너무 지쳐.,3
9855,등산 갔다가 길을 잃어서 구조대가 올 때까지 혼자 버텼어. 연락할 사람도 없이 외로웠어.,4
9856,아내와 이야기하면 나도 모르게 화가 나.,2
9857,육아도 해야 하고 일도 해야 하고 언제 건강을 챙길 수 있을지 모르겠어.,3
9858,얼굴에 흉터가 있는데 이것 때문에 취업에 지장이 있을까 봐 걱정돼.,3
9859,갑자기 왜 연락이 온 거지? 친구한테 온 연락 때문에 불안해.,3
9860,나이가 드니까 고립된 기분이야.,4
9861,이제 나에게 남은 시간이 정말 없는것 같아.,2
9862,남자들은 씨를 말려야해!!! 라고 페미들이 말하는거랑 같은논리!!,6
9863,친구한테 필기 노트를 빌려줬는데 도움이 되었다고 해서 너무 기뻐.,0
9864,일상이 지옥이야. 등하교할 때마다 마주치는 애들이 돈을 뺏고 주지 않으면 날 때려.,1
9865,과장님이 나한테 맨날 잔심부름을 시켜서 실수인 척하고 다른 물건을 사왔어. 너무 짜증나.,2
9866,친구는 나와 달리 죽음을 미리 계획했다고 해. 그런 친구가 부러워.,4
9867,건강하게 오래 살겠다고 혐오식품을 먹는 사람들 이해가 안 가네.,5
9868,우리 가족은 내가 좋아하는 일에는 관심이 없어서 힘이 나질 않아.,1
9869,남편이 나와 결혼한 직후 한번 파혼을 했다고 얘기를 해서 화가 나.,2
9870,내가 친구 비밀을 다른 친구에게 말해버려서 그 친구가 따돌림 당했어.,5
9871,정말 힘들어 못 살겠어! 이제 한계에 도달한 것 같아!,4
9872,내 결혼 상대의 옛날 애인이 나타나서 우리의 결혼식을 다 망쳐버려서 화가 나.,4
9873,동물 학대하는 사람에 관한 뉴스를 보았어. 화가 나는 정도가 아니라 분노의 감정이 생기네.,2
9874,남자 친구가 요즘 예민해.,3
9875, 어떤 병신은 독재를 사회주의로 알더만,6
9876,손자가 오래오래 건강하게 살라고 나한테 영상 편지를 만들어서 보내줘서 행복해.,0
9877,이제는 작은 글씨들은 잘 안 보이는 걸 보니 노안이 온 것 같아 슬퍼.,1
9878,정기 건강검진을 받았는데 어떡하면 좋아.,1
9879,나도 이제 편하게 살고 싶어. 더 이상의 희생은 나한테 강요하지 마.,4
9880,내가 치료받는 암 병동에 새로 온 봉사자가 내 친구야. 마주치니 부끄럽고 민망하더군.,5
9881,난 그렇게 봐.  분탕들한테 놀아나서 부화뇌동하는 빡대가리도 분탕이라고,6
9882,지인과 동업을 하기로 했는데 내가 지병이 생기자마자 다른 사람과 하게 됐어. 구역질이 나.,2
9883,요즘 매일 야근을 하다보니까 회사에 정말 갇혀있는 느낌이야.,4
9884,최신 유행하는 머리를 해서 친구들에게 인정 받으면 기쁠 것 같아.,5
9885,무슨 일을 해도 짜증부터 나. 불만스러운 일 투성이야.,2
9886,친구들이랑 제주도 놀러 가는 것을 엄마가 흔쾌해 허락해 주셔서 기뻐.,0
9887,내 애인이 남자인 것을 알고 부모님이 울면서 반대를 하셨어. 너무 괴롭고 힘들어.,4
9888,남자친구에게 백일 기념 이벤트를 받았어.,0
9889,자녀에게 너무 잘 보이고 싶어. 나를 좀 알아줬으면 좋겠어.,2
9890,그렇지 조폭다구리는 협동형 스포츠임,6
9891,매번 다른 자소서 쓰는 게 힘들어.,3
9892,오늘 병원을 갔다 왔더니 딸이 미역국을 끓여줬는데 정말 맛있었어.,0
9893,내가 육십 대 중반인데 삼 년 전에 사별을 했어.,5
9894,나를 괴롭힌 애가 다른 학교로 전학가게 되어서 정말 기뻐.,0
9895,전부터 건강이 안 좋았는데 계속 안 좋다 보니깐 마음이 심란하고 혼란스러운 것 같아.,3
9896,나도 이제 오십 줄에 접어드니 혈기왕성하고 젊은 부하 직원들이 괜히 부럽고 그러더라고.,5
9897,나의 아픔을 공감해주는 남편을 믿어서 정말로 기뻐.,0
9898,팔순 되신 아빠가 자꾸 우울하다고 말씀하셔서 걱정이야.,3
9899,친구들을 만났는데 자신들 연애 얘기만 해서 재미가 없고 외로웠어.,5
9900,요즘 허리가 아파 모임에도 못 나가고 하루 종일 집에만 있어.,4
9901,그동안 나를 고생시켰던 방광염이 다 나아서 너무 기뻐.,0
9902,난 항상 건강하다고 자부하며 살고 있는데 요즘 들어 몸살이 자주 오는 것 같아 혼란스러워.,3
9903,요즘 딸이 무슨 말만 하면 화를 내서 너무 우울해.,1
9904,꺼져,6
9905,선동질  당하는  니네가  불쌍타 ㅠ,6
9906,나도 모르게 어느새 반 아이들끼리 증거를 모아 학교 폭력 가해자들을 고소해 주었어!,0
9907,사람이 가는 건 한순간인가 봐.,1
9908,주위 사람들 중 나만 연애를 못하는 거 같아서 억울해.,4
9909,내가 대기업에서 중소기업으로 이직을 했는데 환경이 안 좋아서 별로야.,2
9910,처녀 구별법이나 특징 부탁해,6
9911,그럼 넌 과거 박정희 정부도 부정하는거네 병신새끼야 ㅋㅋㅋ 그리고 빤스런? 씨발 7시 절라도식 정신승리 지렸노? 씨발년이 김대중 개새끼부터 해보자 ^^ 그리고 병신아 프랑스는 마크롱이 우파인데 뭔 좌파 복지야 병신새끼가 그리스가 포퓰리즘으로 좇망한 팩트는 절라도 염전에다 팔았노 이태리도 좌파 ㅈㄹ 하다 망해서 짱깨한테 털리는데 니 씨발 분탕이지? ㅋ,6
9912,우리 마을에서는 노인들의 친목 활동을 위한 지원을 아끼지 않아.,0
9913,당뇨 지수가 조금씩 떨어지고 있어. 그동안 운동한 보람이 있네.,0
9914,다음 주 딸아이랑 좋아하는 가수 콘서트에 가기로 했어.,0
9915,그 친구는 나보다 좋은 학원을 다녀서 성적이 좋은 것 같아서 화가 나.,5
9916,나이가 들어 고혈압에 허리도 아프고 내 인생에 나 자신이 없었던 것 같아.,4
9917,이번 중간고사에서 열심히 준비했는데 시험성적은 참담하게 나왔어.,4
9918,궁금한 게 있는데 이것도 모른다고 무시당할까 봐 못 물어보겠어.,5
9919,아들 공무원 시험 합격발표가 내일이야. 내가 다 떨리고 초조하네.,3
9920,아버지와 삼촌이 같이 동업하던 회사가 부도를 맞아서 너무 혼란스러워.,5
9921,ㅋㅋㅋㅋ 존나 병신이네'돼'가 되야함 에서도 돼야함이 맞다 병신아..맞춤법 못맞추고 있으면서 지적질하는 꼬라지보소,6
9922,내가 실직을 했는데 가정에서 권위가 떨어진 거 같아 괴로워.,1
9923,요즘 고독사하는 기사를 보면 마음이 아려와. 보통 노인들 이야기잖아.,4
9924,친구가 신호위반 차에 치여서 죽었다는 소식을 들으니 충격적이야.,2
9925,열심히 하면 정규직이라고 했는데 계약연장도 안 되어서 슬퍼.,1
9926,요즘엔 드라마 보기가 싫어. 드라마에 나오는 배우들과는 달리 항상 난 혼자라서 외롭거든.,4
9927,쌍둥이 동생과 함께 학교에 다니는데 동생의 성적이 훨씬 잘 나와서 속상해.,2
9928,요즘 갱년기로 힘들어.,1
9929,이젠 더이상 가족들에게 피해를 줄 수 없어. 어떻게든 퇴원하기로 했어.,4
9930,부모님은 항상 언니만 먼저야. 너무 서운해.,4
9931,진짜 이번에도 취업을 못한다면 자살 해버릴 거 같아.,1
9932,의사가 이제 그만 아내를 편히 보내주는 게 어떻겠냐고 말해서 막막하고 마음이 아파.,1
9933,요실금이 있는데 가족들이 알게 되면 내 걱정을 할까 봐 말을 못하겠어.,5
9934,오십 세가 되면서 건강의 무슨 문제 있을까 봐 매우 초조해져.,5
9935,섭외가 좋은게 아니라 정신나간 국가 홍보사업으로 돈쥐어주고 쟤한테 맡기는거임 이래서 개 돼지나라다,6
9936,아내가 폐암에 걸린 것이 흡연자인 나 때문인 것 같아.,4
9937,영양제를 매일 챙겨 먹는데 무언가 부족하다고 느껴서 마음이 불안해져.,3
9938,돈이 없는 상황에서 친구가 아내의 병원비를 빌려주겠다고 했어.,0
9939,나이가 들면서 체중 조절이 안 돼서 운동을 하려고 했는데 주위 사람들이 살이 찐 나의 모습을 쳐다봐서 상처를 받았어.,4
9940,다리가 아파 병원에 갔더니 허리랑 위도 위험하다고 해서 속상해.,1
9941,가뜩이나 몸도 아파 죽겠는데 친구가 어깨를 토닥이려고 해서 반사적으로 팔로 막았어.,2
9942,서서히 나이가 들면서  건강했던 친구들이 몸이 아프다고 해서 불안해.,2
9943,졸업 한 지 삼 년째 인데 취업하지 못해 답답해.,2
9944,어째 재네들은 제대로된 놈이하나없어,6
9945, 하여간 더럽게 역겨움.,6
9946,엄마가 이거 해라 저거 해라 하는 게 너무 스트레스 받아!,2
9947,건강검진에서 모두 정상으로 나와서 너무 기뻐.,0
9948,이번 프로젝트가 대박이 나서 우리 부서 전원 승진이래.,0
9949,난 지금껏 내 가족들에게 단 한 번도 욕설이나 폭력을 행사해본 적이 없다고 자신해!,0
9950,내가 커닝을 했는데 그걸 내 친구가 본 것 같아. 선생님께 알려질까 봐 불안해.,3
9951,진중권이 좌파인데 바른말해서 유시민 문대앙 패거리 죄국이 아플거다우파가 옳은소리 백날해봤자 개무시한 좌파인데,6
9952,아이를 돌봄에 있어서 부모의 희생이 따르는 것은 당연한 거야.,4
9953,이제는 늙어서 행동도 느려져서 자식들에게 부담을 주는 것 같아서 불안해.,3
9954,내 남자 친구는 요리를 잘해서 내가 먹고 싶은 요리를 모두 해주는데 그게 너무 기뻐.,0
9955,늦기 전에 진로를 바꾸고 싶은데 자신이 없어.,3
9956,내가 자취를 하고 있는데 내 친구가 같이 살면 안 되겠냐고 해서 너무 혼란스러워.,3
9957, 민주당 드루킹댓글조작알바 새끼들 정신 못차렸네~~~~!!!,6
9958,처음으로 큰 프로젝트의 팀장이 됐는데 실패할까 봐 무서워.,3
9959,아까 친구가 불러서 갔는데 거기 무서운 애들이 있었어.,4
9960,전에 괴롭힘을 당했는데 이곳에서는 괴롭히는 애들을 안 보니 마음이 편해.,0
9961,자꾸 나를 프로젝트에서 빼고 업무를 진행해. 너무 상처야.,4
9962,내가 영업을 해서 미팅을 잡고 결과를 냈는데 팀 실적으로만 들어갔다니 울화통 터지네!,2
9963,아내와 딸이 나만 빼고 둘이서만 친한 것 같아서 질투나.,4
9964,예전에 반에서 가장 못생겼던 친구가 성형을 한 뒤로 인기가 많아졌어. 기분이 너무 나빠.,2
9965,거울에 비친 내모습이 너무 뚱뚱하고 뱃살이 많아.,1
9966,와 컨셉아니면 자살해라 게이야 시발 ㅋㅋㅋ 이게 사람새끼냐,6
9967,나 정말 당황스러운 일이 생겼어.,5
9968,나랑 친하게 지냈던 사람이 사실은 나를 매우 싫어한대.,4
9969,젊었을 때부터 쌀밥 대신 잡곡밥을 먹을 걸 그랬어.,1
9970,ㅋㅋ 고백이따구로 하면 망함 ㅋㅋ 찐따새끼들아 고백은 그냥 확인이야 ,6
9971,와 진짜 다시들어도 피가 거꾸로 솟는다누구때문에 안전하고 평화롭게 살고있는지한번도 생각을 안해봤다는 소린데시발 미친 김치년들,6
9972,어제 피검사 결과 받았는데 혈당 수치가 높게 나와서 당황스럽더라고.,5
9973,최근 아내가 나에게 숨겨둔 자식이 있다고 털어놓은 바람에 충격이 커.,5
9974,나 때는 SSKK 아니면 살기 힘들었지 난 5년 하고 추노해서 이민함. 이민 전에는 모른다.  SSKK 얼마나 미개한지... ,6
9975,도대체 왜 집단 따돌림을 하는 걸까?,1
9976,나도 젊었을 때는 건강에 자신이 있었지만 계속 나이가 들수록 여기저기 안 아픈 곳이 없어. 젊음이 부러워.,4
9977,세상의 모든 부녀지간 중에 나와 내 딸만큼 친한 사이는 없을 거야.,0
9978,남편이 이혼하자고 해. 어떻게 나한테 이럴 수 있어.,2
9979,요즘 들어서 혈액 순환이 안되는것 같아. 자꾸 손발이 찌릿 찌릿하면서 손가락에 간헐적인 마비도 생기는 것 같아.,1
9980,회사 은퇴하고 창업한 사업이 망해버렸어. 오랜 세월 하도 고생을 해서 관절도 다 상했어.,4
9981,나 진짜 일주일 내내 야근해서 너무 피곤해.,2
9982,난 엄마 자식인데 엄마는 왜 자식 말을 안 들으려 하는지 모르겠어.,1
9983,나는 원래 심근경색이 있었는데 오늘 갑자기 심장마비가 일어나서 죽을 뻔했어.,1
9984,오늘 가족여행이었는데 안 좋은 일이 있었어.,2
9985,우리 남편은 자기가 한 말은 꼭 지켜. 정말 믿음직스러워.,0
9986,영재원 출신인 내 친구가 공무원 시험 잘 봤나 봐. 친구 부모님이 걱정이 많으셨는데 잘돼서 기뻐.,0
9987,최근에 간암 초기에 걸렸는데 건강한 사람들 보면 부러워.,1
9988,아흔 살이나 돼서 아직도 살아있는 내가 혐오스러워.,5
9989,광떡이가 되면 알아서들 하이소~,6
9990,열심히 노력은 안하고 친구에게 열등감만 가졌던 내가 못나 보여.,1
9991,친구가 돈이 행복의 전부가 아니라고 하더니 노후 준비를 전혀 안 한 거야. 어휴 정말 걱정스러워.,3
9992,친구들을 생일파티에 초대했는데 아무도 오지 않았어. 서러워 정말.,1
9993,점심시간에 너무 외로워.,2
9994,이제 친구도 별로 안 남은 것 같아서 요즘 조금 불안한 마음이 드네.,3
9995,내가 그 친구를 좋아한다는 걸 내 친구들이 알게 되면 모두가 떠날 것 같아.,3
9996,언니가 하는 지금 말과 행동이 구질구질해서 구역질이나.,2
9997,요즘 잠도 안 오고 가슴이 두근거려. 갱년기가 와서 그런가 봐.,3
9998,회사에서 아무도 내 인사를 받아주지 않는 것 같아서 속상해.,4
9999,선생님께 물어볼 게 있는데 교무실에 가기가 조심스러워.,3
10000,신랑이 어제 술을 먹고 인사불성이 돼서 들어왔지 뭐야.,2
10001,어떤 회사도 나를 직원으로 채용하고 싶지 않아하는 것 같아 화가 나고 초조해.,2
10002,어릴 때부터 나는 동생을 위해서 너무 많은 것을 포기했어.,4
10003,우리 부서는 다들 사이도 좋고 크게 싸울 일이 없는 것 같아서 너무 좋아.,0
10004,이번 면접에서 말실수를 할까봐 걱정이야.,3
10005,때로는 부부 사이에도 자기만의 시간을 가져야 해.,2
10006,회사가 어려워져 인원을 감축할 때 팀장님이 나를 끝까지 보호해 주었어. 정말 감사해.,0
10007,한쪽 다리가 불편한 친구를 놀리는 친구들을 혼내주려고 해.,2
10008,내가 정리한 서류 파일을 보여 달라며 성가시게 구는 동기에게 화를 냈어.,2
10009,용접은 ㅎㅌㅊ 직업.7등급은 ㅆㅎㅌㅊ 빡대가리임.ㅎㅌㅊ들과 ㅆㅎㅌㅊ들끼리 싸움을 붙인 셈이니 그 강사가 잘못했다고 본다이기야,6
10010,따면 개이득이이고 꼴면 세입자힌테 미안해서봐주게됨,6
10011,연인이 헤어지자고 말을 할까 봐 두려워. 너무 슬퍼.,1
10012,외동딸만 시집보내고 나면 아내와 단둘이 주말마다 국내 여행을 다니기로 계획했는데 벌써 기뻐.,0
10013,요즘 컨디션이 안 좋은 아내의 건강검진 결과가 신경 쓰여.,3
10014,이제 곧 대학에 입학해야 하는 아들에게 등록금을 대줄 형편이 마땅치 않아 괴로워.,4
10015,가족들 때문에 평생을 일만 하신 어머니가 지병에 걸리셨어.,1
10016,쓰레기새끼들이다 진짜,6
10017,관절염 예방을 위해 근력운동을 배우는데 알려주는 코치가 너무 대충 알려줘. 마음에 안 들어.,2
10018,선생님이 조별과제를 내주셨는데 아무도 나랑 하려고 하지 않을 거야.,2
10019,애인이 나를 두고 바람을 필까 봐 겁이 나.,3
10020,자꾸 머리가 아파.,3
10021,아오 시발,6
10022,나는 매력이 없어서 그 사람이 나를 좋아할 줄 꿈에도 몰랐는데 오늘 좋아한다는 소릴 듣고 당황했어.,5
10023,여자 친구네 부모님이 나를 마음에 안 들어 하는 거 같아.,3
10024,오늘 안과 진료 받는 날인데 깜빡 잊어버려서 한심해.,5
10025,일하던 공장에서 사고가 있어서 크게 다쳤어. 너무 억울해.,4
10026,입원했을 때 남편이 나의 곁에서 항상 나를 지켜줬었어. 난 항상 그 상황이 만족스러웠어.,0
10027,정말 짜증나. 신입사원이 꼼꼼하고 나보다 일을 잘하는 것 같아.,4
10028,따돌림으로 매일 울다보니 이제는 감정들이 마비된 느낌이야.,1
10029,나 오늘 열받네.,0
10030,존나 구라치고앉았노이기야 ㅋㅋ 세월호 타러가라이기야 돈 더많이준다,6
10031,실수로 언니 얼굴에 상처를 냈지만 언니가 화를 내지 않아서 기뻤어.,0
10032,나는 영어실력이 좋아서 친구들이 나에게 영어와 관련된 질문을 할 정도야.,0
10033,유능한 의사 선생님께 수술을 받게 되었어. 정말 기뻐!,0
10034,오랜 투병 생활로 점점 말라가는 내 모습을 볼 때마다 괴로워.,4
10035,학교에서 괴롭힘 당했는데 반 친구들까지도 나를 비웃었어. 너무 슬퍼서 눈물이 날 것 같아.,4
10036,수시랑 정시 중 어떤 걸 준비해야 할지 몰라서 너무 혼란스러워.,5
10037,저 ㄱㅅㄲ 난 길가다 만나면 즉각 ㄷㄱㄹㅇㄷㄹㅉㅇㅂㄹㄷㅈㅉㄹ,6
10038,지금까지 나는 마음이 잘 통하는 친구는 만나지 못한 것 같아서 속상하고 고민이야.,5
10039,헬스장에 다니다 보니 몸에 지나치게 근육이 많은 사람이 있더라고. 근육이 크다고 몸이 건강한 것 같진 않던데.,5
10040,남이 잘되는 것에 축하보다는 질투를 하게 되는 거 같아.,4
10041,날 괴롭히는 애들을 또 봐야 하다니 힘들어.,3
10042,작년에 같은 반에 나보다 공부를 잘하는 친구가 부러워 그 아이를 따돌렸어.,4
10043,교실에서 넘어진 친구를 비웃는 친구들이 정말 잔인하고 싫어.,2
10044,오늘 너무 기쁜 일이 생겼어!,0
10045,아빠가 하시던 사업이 망했는데 괜히 세상과 엄마의 탓으로 자꾸 돌려. 그런 아빠가 너무 한심해.,5
10046,친구가 다음 날 위내시경 검사라더니 술 먹자고 부르더라. 정말 한심했어.,5
10047,오늘 아침에 회사로 출근했는데 폐쇄라는 종이가 붙어있었어.,4
10048,가해자 무리가 나를 반장으로 억지로 만들었어. 너무 당황스러워.,5
10049,친구들과 드디어 화해를 했어. 이제 긴장되는 날들이 끝났어.,0
10050,요즘 아이들이 나를 점점 어려워하고 멀리하는 것 같아.,4
10051,애새끼가 초딩도 아니고 ㅋㅋㅋㅋ ,6
10052,젊었을 때는 가족을 위해 사느라 나 자신의 건강을 많이 돌보지 않은 것 같아.,4
10053,건강에 대해 조심스러워.,3
10054,속상하네. 팀장님 지시 내용의 틀린 부분을 짚어 드렸는데 반항하는 거냐며 잔소릴 들었어.,4
10055,암이 완치되었다고 하네. 너무 기뻐.,0
10056,아들이 나보다 담임선생님을 더 따르는 것 같아서 질투가 나.,4
10057,건강검진을 받았어. 이렇게 젊은데 아무 이상이 없겠지?,0
10058,더 이상 차도의 희망이 없는 내 건강상태에 화가 나.,5
10059,정봉주 같은애가  국회의원을 했다는것만으로조선인 수준이 적나라하게 드러난거지,6
10060,성적이 안 좋아서 기분이 안 좋고 그래서 학교에서도 혼자 있고 싶어.,2
10061,노트에 숙제를 했는데 자꾸 훔쳐가서 베끼는 애가 있어. 화가 나.,2
10062,일베새끼들은 그냥 무식한거 맞네 ㅋㅋ,6
10063,저런 새끼들때문에외동이나 형제만 있는 놈들이남매들은 저럴꺼라고 개같은 상상을 하지. ,6
10064,점점 겁이 나. 결국 이렇게 시름시름 앓다가 나는 죽겠지.,3
10065,선생님과 진학 상담했는데 내가 가고 싶어 하는 과에 관해선 관심이 없으신 것 같아 기분이 나빴어.,3
10066,다이어트를 열심히 하는데도 복부지방이 안 줄어. 대체 어떻게 해야 하는 거야?,2
10067,개세이들,6
10068,앙헬 가고 싶다 빨통을 그냥 핥짝 핥짝 ,6
10069,내 아내와 딸이 나를 따돌리는 것 같아.,4
10070,남자친구와 싸운 후에 연락을 한동안 안했는데 결국 화해하고 전보다 더 좋아져서 정말 행복해.,0
10071,계단 오르기 운동을 무리하게 했나 봐. 건강 때문에 운동했는데 아프다니 너무 화가 나.,2
10072,내가 말실수를 한 것 같아. 불안해.,3
10073,자기 남친 자랑하는거네글쓴여자 속마음은 난 내 남자친구가 청소하고 밥하고 설거지하고 다함^^존나 부럽지 이년들아 ㅋㅋㅋ이거임,6
10074,기립성 저혈압 때문에 나는 항상 마음의 준비를 하고 있어. 이런 내 상황이 슬퍼.,1
10075,남편이 나이가 들면서 아픈 곳만 더 생겨서 속상해. 그런 남편을 보면 한심해서 툴툴거리게 돼.,2
10076,오늘 너무 화가 나서 날 괴롭히는 애들의 가방을 찢어버렸어.,2
10077,같이 다닐 친구가 없는데 수학여행이 다가오네.,3
10078,으휴 찌질한 새끼..뇌가 신선할때 일을하든 공부를 더 하든 뭐라도좀해라 일베와서 댓글로 저게 자랑이라고 저딴 뻘글 쓰면서 칭찬받을라카지말고,6
10079,아들 녀석이 학원을 제대로 다니는가 싶었는데 그게 아니었어. 정말 속상해.,4
10080,나 정말 열심히 면접 봐서 붙을 줄 알았는데 이 회사에서 떨어져서 너무 당황스러워.,5
10081,직장 상사가 자꾸 같이 입사한 동기랑 비교하니까 기분이 너무 나빠.,2
10082,친구와 너무 오랫동안 만나지 못한 걸까? 시간이 많이 흐른 게 느껴져서 슬프더라.,1
10083,오빠는 새 컴퓨터 사주고 나한테는 오빠가 쓰던 낡은 컴퓨터를 줬어.,5
10084,나 방금 엄마한테 이번 달 용돈을 받았다. 신난다!,0
10085,학교에서 나랑 사이가 안 좋던 애가 내 회사 선배로 있더라.,3
10086,형이 아빠 차를 타고 나갔는데 사고가 났어. 너무 충격적이야.,4
10087,현관 비밀번호가 바뀌었나 봐. 이게 무슨 일이지?,5
10088,요즘 비타민 등 건강보조식품을 먹는데 효능이 있을까?,3
10089,친구가 다른 친구들 앞에서 나에게 모욕감을 줬어. 나는 그 친구를 어떻게든 따돌릴 거야.,5
10090,친구가 항상 운동도 열심히 하고 몸이 건강해서 부럽고 질투나.,4
10091,오늘 너무 억울해. 학교에서 도둑 취급을 당했어.,1
10092,노인 자살 비율이 점점 높아지고 있다는 뉴스를 봤더니 나도 우울하다.,1
10093,반 친구를 좋아한다고 고백했는데 그 이후로 다들 나를 이상한 애 취급해서 너무 당황스러워.,5
10094,내가 결혼식 축가도 불러주었던 친구가 내 결혼식에는 오지도 않고 연락도 없어 좀 섭섭하네.,4
10095,광주에서 일베하다 걸리면 이렇게 되지 않냐? 헛소리 ㄴㄴ,6
10096,대장 내시경 중 혹을 제거했는데 악성종양이 아니라고 해서 안도했어.,0
10097,가벼운 감기에 걸렸었는데 걱정이 된다고 오랜만에 사위와 며느리가 집에 온대. 너무 신나.,0
10098,나이가 드니 언젠간 큰 병이 생기면 어떡하나 슬퍼져.,1
10099,왜 결혼해야 하는지 모르겠어. 모두 쓸데없는 짓이야.,1
10100,홍어자슥 ^^ 조용히 분탕치면 내가 가만히 놔둘거 같았노? 홍어야 아쉽지만 우리같은 엘리트들에게 딱걸렸노 이기야~ 너 신고됐으니 밴먹기전 남은시간동안 어디 마음껏 짖어보려무나 ㅎㅎ;;,6
10101,학교폭력에 대한 고소를 철회하라는 가해자들의 지속적인 협박에 어쩔 수 없이 고소를 철회할 수밖에 없었어.,3
10102,돈이라도 벌어야 내가 아픈 곳을 치료할 텐데 지금 나의 형편이 너무 좋지 않아서 괴로워.,5
10103,친구들이 갑작스럽게 나를 따돌려 너무 당황해서 따질 생각도 해보지 못했어.,3
10104,치매가 진전되면서 이젠 집 비밀번호마저 생각이 안 나는 내 모습을 보고 너무 속상했어.,3
10105,아이가 아프다고 해서 병원에 급하게 왔어.,3
10106,우리 회사는 직원들의 복지를 최우선으로 해서 즐겁게 직장생활을 하고 있어.,0
10107,아내가 사소한 걸로 계속 성가시게 해.,2
10108,여자 친구 생일 선물로 속옷을 사려는데 부끄러워.,5
10109,오늘 건강검진 결과 나왔는데 지난번 보다 간 수치가 좋게 나왔대.,0
10110,나를 괴롭히던 친구들이 있었는데 이젠 그 친구들이 없어서 집에 가는 길이 무섭지 않아.,0
10111,드디어 항암치료가 끝났어. 오지 않을 것만 같은 날이었는데 감격스러워.,0
